"Produto_Comprado","Id_Cliente"
"yogurt","5533"
"beverages","5533"
"domestic eggs","5533"
"rolls/buns","5533"
"pastry","5533"
"soda","5533"
"long life bakery product","5533"
"chocolate","5533"
"chocolate marshmallow","5533"
"napkins","5533"
"chicken","5534"
"beef","5534"
"other vegetables","5534"
"tropical fruit","5535"
"whipped/sour cream","5535"
"bottled water","5535"
"soda","5535"
"bottled beer","5535"
"potted plants","5535"
"tropical fruit","5536"
"whole milk","5536"
"sauces","5536"
"sweet spreads","5536"
"chocolate","5536"
"newspapers","5536"
"other vegetables","5537"
"hard cheese","5537"
"newspapers","5537"
"margarine","5538"
"misc. beverages","5538"
"bottled beer","5538"
"pork","5539"
"whole milk","5539"
"butter","5539"
"domestic eggs","5539"
"margarine","5539"
"ready soups","5539"
"newspapers","5539"
"frankfurter","5540"
"hamburger meat","5540"
"UHT-milk","5540"
"mayonnaise","5540"
"rolls/buns","5540"
"pastry","5540"
"mustard","5540"
"ketchup","5540"
"Instant food products","5540"
"soda","5540"
"dish cleaner","5540"
"dental care","5540"
"shopping bags","5540"
"ham","5541"
"chicken","5541"
"root vegetables","5541"
"onions","5541"
"other vegetables","5541"
"yogurt","5541"
"whipped/sour cream","5541"
"sliced cheese","5541"
"frozen vegetables","5541"
"frozen meals","5541"
"ice cream","5541"
"newspapers","5541"
"cream cheese","5542"
"coffee","5542"
"chocolate","5542"
"candy","5542"
"make up remover","5542"
"shopping bags","5542"
"bottled water","5543"
"canned beer","5544"
"frozen potato products","5545"
"rolls/buns","5545"
"brown bread","5545"
"pip fruit","5546"
"citrus fruit","5547"
"root vegetables","5547"
"other vegetables","5547"
"coffee","5547"
"liquor","5547"
"chocolate","5547"
"candy","5547"
"seasonal products","5547"
"flower (seeds)","5547"
"shopping bags","5547"
"frankfurter","5548"
"chicken","5548"
"pork","5548"
"tropical fruit","5548"
"pip fruit","5548"
"yogurt","5548"
"whipped/sour cream","5548"
"frozen vegetables","5548"
"semi-finished bread","5548"
"zwieback","5548"
"flour","5548"
"vinegar","5548"
"margarine","5548"
"pickled vegetables","5548"
"bottled water","5548"
"soda","5548"
"waffles","5548"
"chocolate","5548"
"chocolate marshmallow","5548"
"detergent","5548"
"napkins","5548"
"other vegetables","5549"
"whole milk","5549"
"margarine","5549"
"chicken","5550"
"tropical fruit","5550"
"root vegetables","5550"
"other vegetables","5550"
"whole milk","5550"
"dessert","5550"
"yogurt","5550"
"pastry","5550"
"newspapers","5550"
"pip fruit","5551"
"other vegetables","5551"
"fruit/vegetable juice","5551"
"frankfurter","5552"
"citrus fruit","5552"
"other vegetables","5552"
"butter milk","5552"
"yogurt","5552"
"whipped/sour cream","5552"
"rolls/buns","5552"
"brown bread","5552"
"pickled vegetables","5552"
"canned fish","5552"
"tea","5552"
"frozen meals","5553"
"ice cream","5553"
"frozen potato products","5553"
"root vegetables","5554"
"onions","5554"
"whole milk","5554"
"curd","5554"
"yogurt","5554"
"whipped/sour cream","5554"
"soft cheese","5554"
"cream cheese","5554"
"curd cheese","5554"
"frozen fish","5554"
"rolls/buns","5554"
"waffles","5554"
"beef","5555"
"sausage","5556"
"fish","5556"
"curd","5556"
"processed cheese","5556"
"pastry","5556"
"whole milk","5557"
"frozen fish","5557"
"rolls/buns","5557"
"pickled vegetables","5557"
"beef","5558"
"root vegetables","5558"
"other vegetables","5558"
"whole milk","5558"
"yogurt","5558"
"whipped/sour cream","5558"
"cream cheese","5558"
"cat food","5558"
"napkins","5558"
"pork","5559"
"domestic eggs","5559"
"soda","5559"
"artif. sweetener","5560"
"frankfurter","5561"
"ham","5561"
"tropical fruit","5561"
"yogurt","5561"
"curd cheese","5561"
"frozen fish","5561"
"zwieback","5561"
"margarine","5561"
"fruit/vegetable juice","5561"
"rolls/buns","5562"
"canned fish","5562"
"canned beer","5562"
"canned beer","5563"
"newspapers","5563"
"mayonnaise","5564"
"rolls/buns","5564"
"soda","5564"
"specialty chocolate","5564"
"rolls/buns","5565"
"fruit/vegetable juice","5565"
"sausage","5566"
"sliced cheese","5566"
"canned beer","5566"
"hard cheese","5567"
"candles","5567"
"frankfurter","5568"
"whole milk","5568"
"white bread","5568"
"margarine","5568"
"bottled beer","5568"
"detergent","5568"
"potted plants","5568"
"frankfurter","5569"
"meat","5569"
"whole milk","5569"
"whipped/sour cream","5569"
"UHT-milk","5569"
"hard cheese","5569"
"coffee","5569"
"waffles","5569"
"napkins","5569"
"bottled water","5570"
"newspapers","5570"
"sausage","5571"
"pip fruit","5571"
"whole milk","5571"
"white bread","5571"
"salt","5571"
"pasta","5571"
"oil","5571"
"sugar","5571"
"bottled water","5571"
"soda","5571"
"bottled beer","5571"
"whole milk","5572"
"citrus fruit","5573"
"domestic eggs","5573"
"jam","5573"
"pork","5574"
"condensed milk","5575"
"margarine","5575"
"fruit/vegetable juice","5575"
"canned beer","5575"
"sausage","5576"
"finished products","5576"
"pork","5576"
"tropical fruit","5576"
"other vegetables","5576"
"whole milk","5576"
"yogurt","5576"
"whipped/sour cream","5576"
"cream cheese","5576"
"white bread","5576"
"baking powder","5576"
"long life bakery product","5576"
"house keeping products","5576"
"potted plants","5576"
"brown bread","5577"
"canned beer","5577"
"whole milk","5578"
"butter","5578"
"coffee","5578"
"bottled water","5578"
"seasonal products","5578"
"candles","5578"
"frankfurter","5579"
"sausage","5579"
"rolls/buns","5579"
"brown bread","5579"
"soda","5579"
"shopping bags","5579"
"domestic eggs","5580"
"specialty chocolate","5580"
"sausage","5581"
"root vegetables","5581"
"beverages","5581"
"rolls/buns","5581"
"soda","5581"
"other vegetables","5582"
"whole milk","5582"
"yogurt","5582"
"rolls/buns","5582"
"female sanitary products","5582"
"hygiene articles","5582"
"pork","5583"
"semi-finished bread","5583"
"soda","5583"
"other vegetables","5584"
"whole milk","5584"
"curd","5584"
"whipped/sour cream","5584"
"frozen vegetables","5584"
"roll products","5584"
"semi-finished bread","5584"
"salty snack","5584"
"seasonal products","5584"
"frankfurter","5585"
"citrus fruit","5585"
"rolls/buns","5585"
"soda","5585"
"beef","5586"
"root vegetables","5586"
"frozen vegetables","5586"
"brown bread","5586"
"misc. beverages","5586"
"pork","5587"
"salad dressing","5587"
"oil","5587"
"sauces","5587"
"coffee","5587"
"soda","5587"
"canned beer","5587"
"liquor (appetizer)","5587"
"candy","5587"
"newspapers","5587"
"white bread","5588"
"misc. beverages","5588"
"long life bakery product","5588"
"dessert","5589"
"pip fruit","5590"
"root vegetables","5590"
"UHT-milk","5590"
"condensed milk","5590"
"frozen fish","5590"
"candy","5590"
"sausage","5591"
"tropical fruit","5591"
"whole milk","5591"
"whipped/sour cream","5591"
"specialty cheese","5591"
"soda","5591"
"skin care","5591"
"frankfurter","5592"
"rolls/buns","5592"
"bottled water","5592"
"chicken","5593"
"grapes","5593"
"root vegetables","5593"
"whole milk","5593"
"domestic eggs","5593"
"detergent","5593"
"newspapers","5593"
"chicken","5594"
"pip fruit","5594"
"other vegetables","5594"
"butter","5594"
"soft cheese","5594"
"frozen vegetables","5594"
"long life bakery product","5594"
"candles","5594"
"other vegetables","5595"
"house keeping products","5596"
"pork","5597"
"whole milk","5597"
"bottled water","5597"
"soda","5597"
"napkins","5597"
"bathroom cleaner","5598"
"beverages","5599"
"newspapers","5599"
"butter","5600"
"brown bread","5600"
"seasonal products","5600"
"sausage","5601"
"tropical fruit","5601"
"pip fruit","5601"
"whole milk","5601"
"soft cheese","5601"
"processed cheese","5601"
"white bread","5601"
"pastry","5601"
"semi-finished bread","5601"
"oil","5601"
"mustard","5601"
"ketchup","5601"
"soda","5601"
"misc. beverages","5601"
"long life bakery product","5601"
"waffles","5601"
"chocolate","5601"
"specialty chocolate","5601"
"detergent","5601"
"napkins","5601"
"house keeping products","5601"
"canned beer","5602"
"shopping bags","5602"
"salt","5603"
"cling film/bags","5603"
"beef","5604"
"root vegetables","5604"
"whole milk","5604"
"margarine","5604"
"shopping bags","5605"
"curd","5606"
"semi-finished bread","5606"
"baking powder","5606"
"fruit/vegetable juice","5607"
"chewing gum","5607"
"sausage","5608"
"whipped/sour cream","5608"
"bottled water","5608"
"potted plants","5608"
"sausage","5609"
"yogurt","5609"
"sausage","5610"
"pip fruit","5610"
"root vegetables","5610"
"onions","5610"
"whole milk","5610"
"butter","5610"
"dessert","5610"
"soft cheese","5610"
"cream cheese","5610"
"specialty cheese","5610"
"domestic eggs","5610"
"salt","5610"
"pasta","5610"
"vinegar","5610"
"oil","5610"
"mustard","5610"
"ketchup","5610"
"canned vegetables","5610"
"pickled vegetables","5610"
"canned fish","5610"
"instant coffee","5610"
"tea","5610"
"misc. beverages","5610"
"bottled beer","5610"
"white wine","5610"
"chocolate","5610"
"abrasive cleaner","5610"
"hygiene articles","5610"
"grapes","5611"
"whole milk","5611"
"butter","5611"
"rolls/buns","5611"
"coffee","5611"
"bottled water","5611"
"soda","5611"
"misc. beverages","5611"
"potted plants","5611"
"frankfurter","5612"
"whole milk","5612"
"cream cheese","5612"
"specialty chocolate","5612"
"berries","5613"
"other vegetables","5613"
"yogurt","5613"
"whipped/sour cream","5613"
"bottled water","5613"
"waffles","5613"
"seasonal products","5613"
"citrus fruit","5614"
"root vegetables","5614"
"other vegetables","5614"
"canned beer","5615"
"canned beer","5616"
"tropical fruit","5617"
"curd","5617"
"whole milk","5618"
"brown bread","5618"
"dog food","5618"
"chocolate","5618"
"hygiene articles","5618"
"potted plants","5618"
"whole milk","5619"
"rolls/buns","5619"
"soda","5619"
"canned beer","5619"
"liquor","5619"
"shopping bags","5619"
"other vegetables","5620"
"bottled beer","5620"
"house keeping products","5620"
"citrus fruit","5621"
"root vegetables","5621"
"other vegetables","5621"
"whole milk","5621"
"pork","5622"
"beef","5622"
"root vegetables","5622"
"other vegetables","5622"
"whole milk","5622"
"UHT-milk","5622"
"frozen vegetables","5622"
"rice","5622"
"baking powder","5622"
"dog food","5622"
"soda","5622"
"beef","5623"
"other vegetables","5623"
"whipped/sour cream","5623"
"newspapers","5623"
"meat","5624"
"pip fruit","5624"
"other vegetables","5624"
"brown bread","5624"
"roll products","5624"
"soda","5624"
"canned beer","5625"
"whole milk","5626"
"butter","5626"
"rolls/buns","5626"
"curd cheese","5627"
"bottled water","5627"
"white wine","5627"
"citrus fruit","5628"
"tropical fruit","5628"
"onions","5628"
"UHT-milk","5628"
"specialty fat","5628"
"instant coffee","5628"
"bottled water","5628"
"soda","5628"
"fruit/vegetable juice","5628"
"bottled beer","5628"
"salty snack","5628"
"newspapers","5628"
"cooking chocolate","5629"
"whole milk","5630"
"bottled water","5630"
"sugar","5631"
"chicken","5632"
"frozen vegetables","5632"
"frozen meals","5632"
"frozen dessert","5632"
"citrus fruit","5633"
"tropical fruit","5633"
"other vegetables","5633"
"whole milk","5633"
"curd","5633"
"rolls/buns","5633"
"sausage","5634"
"chicken","5634"
"herbs","5634"
"other vegetables","5634"
"whole milk","5634"
"whipped/sour cream","5634"
"sliced cheese","5634"
"domestic eggs","5634"
"rolls/buns","5634"
"brown bread","5634"
"margarine","5634"
"soda","5634"
"waffles","5634"
"chocolate marshmallow","5634"
"whole milk","5635"
"rolls/buns","5635"
"whole milk","5636"
"rolls/buns","5637"
"pork","5638"
"root vegetables","5638"
"whole milk","5638"
"domestic eggs","5638"
"pasta","5638"
"ketchup","5638"
"hygiene articles","5638"
"newspapers","5638"
"root vegetables","5639"
"onions","5639"
"whole milk","5639"
"whipped/sour cream","5639"
"pickled vegetables","5639"
"citrus fruit","5640"
"root vegetables","5640"
"other vegetables","5640"
"whole milk","5640"
"margarine","5640"
"specialty fat","5640"
"hygiene articles","5640"
"citrus fruit","5641"
"tropical fruit","5641"
"whole milk","5641"
"yogurt","5641"
"whipped/sour cream","5641"
"preservation products","5641"
"whole milk","5642"
"butter milk","5642"
"pork","5643"
"beef","5643"
"other vegetables","5643"
"whipped/sour cream","5643"
"waffles","5643"
"chewing gum","5643"
"citrus fruit","5644"
"other vegetables","5644"
"bottled water","5644"
"fruit/vegetable juice","5644"
"shopping bags","5644"
"frankfurter","5645"
"pip fruit","5645"
"root vegetables","5645"
"other vegetables","5645"
"curd","5645"
"butter milk","5645"
"spread cheese","5645"
"soups","5645"
"house keeping products","5645"
"citrus fruit","5646"
"other vegetables","5646"
"yogurt","5646"
"sausage","5647"
"meat","5647"
"pork","5647"
"beef","5647"
"root vegetables","5647"
"other vegetables","5647"
"UHT-milk","5647"
"flour","5647"
"detergent","5647"
"shopping bags","5647"
"chicken","5648"
"curd","5648"
"butter milk","5648"
"UHT-milk","5648"
"rolls/buns","5648"
"fruit/vegetable juice","5648"
"newspapers","5648"
"other vegetables","5649"
"whole milk","5649"
"yogurt","5649"
"rolls/buns","5649"
"onions","5650"
"other vegetables","5650"
"rolls/buns","5650"
"coffee","5650"
"specialty chocolate","5650"
"hamburger meat","5651"
"dessert","5651"
"soda","5651"
"fruit/vegetable juice","5651"
"frankfurter","5652"
"curd","5652"
"rolls/buns","5652"
"brown bread","5652"
"mustard","5652"
"candy","5652"
"canned beer","5653"
"bottled water","5654"
"canned beer","5654"
"white wine","5654"
"soda","5655"
"turkey","5656"
"other vegetables","5656"
"butter","5656"
"rolls/buns","5656"
"pastry","5656"
"oil","5656"
"rolls/buns","5657"
"fruit/vegetable juice","5657"
"frozen vegetables","5658"
"rolls/buns","5658"
"other vegetables","5659"
"curd","5659"
"margarine","5659"
"pork","5660"
"hamburger meat","5660"
"tropical fruit","5660"
"pip fruit","5660"
"other vegetables","5660"
"whipped/sour cream","5660"
"beverages","5660"
"white bread","5660"
"soda","5661"
"turkey","5662"
"root vegetables","5662"
"other vegetables","5662"
"whole milk","5662"
"butter milk","5662"
"UHT-milk","5662"
"brown bread","5662"
"bottled water","5662"
"sausage","5663"
"rolls/buns","5663"
"pastry","5663"
"bottled water","5663"
"whole milk","5664"
"whipped/sour cream","5664"
"domestic eggs","5664"
"white bread","5664"
"photo/film","5664"
"newspapers","5665"
"coffee","5666"
"hamburger meat","5667"
"root vegetables","5667"
"other vegetables","5667"
"whole milk","5667"
"sliced cheese","5667"
"turkey","5668"
"pip fruit","5668"
"other vegetables","5668"
"whole milk","5668"
"frozen vegetables","5668"
"sausage","5669"
"tropical fruit","5669"
"other vegetables","5669"
"beverages","5669"
"processed cheese","5669"
"rolls/buns","5669"
"soda","5669"
"chewing gum","5669"
"whole milk","5670"
"butter milk","5670"
"salt","5670"
"sugar","5670"
"soda","5670"
"long life bakery product","5670"
"waffles","5670"
"sausage","5671"
"pork","5671"
"hamburger meat","5671"
"citrus fruit","5671"
"other vegetables","5671"
"whole milk","5671"
"soft cheese","5671"
"domestic eggs","5671"
"rolls/buns","5671"
"sugar","5671"
"cat food","5671"
"chocolate","5671"
"other vegetables","5672"
"whole milk","5672"
"bottled water","5672"
"shopping bags","5673"
"pork","5674"
"whole milk","5674"
"curd cheese","5674"
"frozen vegetables","5674"
"cat food","5674"
"pork","5675"
"soda","5675"
"beef","5676"
"hamburger meat","5676"
"other vegetables","5676"
"sliced cheese","5676"
"sausage","5677"
"chicken","5677"
"tropical fruit","5677"
"berries","5677"
"root vegetables","5677"
"onions","5677"
"whole milk","5677"
"butter","5677"
"yogurt","5677"
"hard cheese","5677"
"domestic eggs","5677"
"vinegar","5677"
"spices","5677"
"long life bakery product","5677"
"dish cleaner","5677"
"newspapers","5677"
"whole milk","5678"
"bottled beer","5678"
"soda","5679"
"canned beer","5680"
"beef","5681"
"berries","5681"
"root vegetables","5681"
"onions","5681"
"flour","5681"
"mustard","5681"
"soda","5681"
"bottled beer","5681"
"salty snack","5681"
"popcorn","5681"
"frankfurter","5682"
"finished products","5682"
"chicken","5682"
"other vegetables","5682"
"whole milk","5682"
"curd","5682"
"flour","5682"
"pasta","5682"
"salty snack","5682"
"other vegetables","5683"
"other vegetables","5684"
"whole milk","5684"
"curd","5684"
"yogurt","5684"
"cream cheese","5684"
"pastry","5684"
"salty snack","5684"
"root vegetables","5685"
"whole milk","5685"
"domestic eggs","5685"
"female sanitary products","5685"
"newspapers","5685"
"pip fruit","5686"
"soda","5686"
"bottled beer","5686"
"canned beer","5686"
"waffles","5686"
"chocolate","5686"
"sausage","5687"
"pork","5687"
"tropical fruit","5687"
"root vegetables","5687"
"herbs","5687"
"whole milk","5687"
"curd","5687"
"yogurt","5687"
"whipped/sour cream","5687"
"chewing gum","5687"
"male cosmetics","5687"
"newspapers","5687"
"other vegetables","5688"
"butter","5688"
"soda","5688"
"bottled beer","5688"
"liquor","5688"
"rum","5688"
"chocolate marshmallow","5688"
"hygiene articles","5688"
"newspapers","5688"
"pork","5689"
"meat","5690"
"whole milk","5690"
"sliced cheese","5690"
"brown bread","5690"
"pastry","5690"
"fruit/vegetable juice","5690"
"newspapers","5690"
"pork","5691"
"other vegetables","5691"
"whole milk","5691"
"butter","5691"
"whipped/sour cream","5691"
"hard cheese","5691"
"cat food","5691"
"pet care","5691"
"coffee","5691"
"liquor","5691"
"napkins","5691"
"dishes","5691"
"kitchen towels","5691"
"dessert","5692"
"rolls/buns","5692"
"napkins","5692"
"newspapers","5692"
"shopping bags","5692"
"other vegetables","5693"
"cream cheese","5693"
"margarine","5693"
"canned vegetables","5693"
